S.No,OHU,Gender,Age,Religion,Caste,Scholarship,Time_to_reach_college(HRS),X_pct,X_Board,XII_pct,XII_Board,Diploma_pct,University,Private_Class,Number_of_Subjects,Overall_Attendance,Major_Illness,Score_of_Exam_CET,Score_of_Exam_AIEEE,Fathers_Ocuupation,Fathers_Education,F_Stream,F_Health_Issue,Mothers_Ocuupation,Mothers_Education,M_Stream,M_Health_Issue,Family_Income,No_of_Siblings,Extra_Curricular_Activity,Active_in_Sports,Drop,SEM1_CGPA,SEM1_KT,SEM2_CGPA,SEM2_KT,SEM3_CGPA,SEM3_KT,SEM4_CGPA,SEM4_KT,SEM5_CGPA,SEM5_KT,SEM6_CGPA,SEM6_KT
109,0,1,21,1,3,1,91,53,1,58,2,NA,NA,1,4,3,2,90,207,2,1,1,2,1,2,1,1,3,2,3,2,2,5.54,No_KT,9.45,No_KT,7.89,No_KT,8.48,No_KT,9.24,No_KT,5.2,No_KT
110,0,2,22,4,1,1,33,57,2,51,3,NA,NA,2,0,3,1,179,238,4,2,2,1,3,2,3,1,1,2,2,2,2,8.36,No_KT,6.65,No_KT,7.90,No_KT,9.4,No_KT,7.93,No_KT,6.64,No_KT
111,0,2,22,2,2,1,81,73,2,88,1,NA,NA,2,0,2,1,79,123,4,2,1,2,3,2,2,3,3,1,1,2,2,6.90,No_KT,8.59,No_KT,8.68,No_KT,7.12,No_KT,9.12,No_KT,6.63,No_KT
112,0,2,24,2,2,1,75,90,3,57,2,NA,NA,2,0,1,2,134,177,1,2,3,2,3,1,3,1,3,2,1,1,2,No_CGPA,6,No_CGPA,1,8.71,No_KT,9.94,No_KT,No_CGPA,6,6.24,No_KT
113,0,1,22,1,3,1,61,84,1,92,1,NA,NA,1,5,2,2,106,128,1,2,3,2,1,3,1,2,1,2,1,2,2,5.49,No_KT,6.95,No_KT,5.87,No_KT,5.9,No_KT,9.39,No_KT,7.98,No_KT
114,0,2,24,3,1,1,21,90,3,67,1,NA,NA,2,0,2,2,143,224,3,2,1,2,2,3,1,1,2,2,3,1,2,6.87,No_KT,7.9,No_KT,8.48,No_KT,9.70,No_KT,9.33,No_KT,9.83,No_KT
115,0,2,24,5,2,1,86,54,3,90,3,NA,NA,2,0,3,2,81,173,2,3,3,1,2,3,3,1,1,3,2,1,2,7.19,No_KT,7.99,No_KT,5.32,No_KT,6.38,No_KT,7.74,No_KT,9.42,No_KT
116,0,1,24,1,3,1,108,71,1,76,2,NA,NA,1,3,3,2,153,275,3,1,1,1,2,2,2,1,1,2,2,2,2,8.12,No_KT,8.19,No_KT,6.28,No_KT,9.80,No_KT,5.22,No_KT,9.29,No_KT
117,0,2,23,5,1,1,93,53,2,77,2,NA,NA,2,0,2,2,113,129,2,3,1,1,1,3,3,3,3,2,1,2,2,9.63,No_KT,5.25,No_KT,8.20,No_KT,9.3,No_KT,9.19,No_KT,5.69,No_KT
118,0,1,23,1,3,1,112,69,1,70,3,NA,NA,2,0,3,2,177,200,4,2,1,2,3,3,3,1,3,3,2,1,2,7.81,No_KT,8.87,No_KT,5.37,No_KT,5.49,No_KT,5.19,No_KT,5.23,No_KT
119,0,2,22,4,1,1,77,68,2,64,2,NA,NA,2,0,3,2,140,254,3,2,3,1,2,3,3,3,1,1,3,1,2,5.23,No_KT,6.26,No_KT,7.53,No_KT,9.34,No_KT,6.24,No_KT,9.23,No_KT
120,0,2,21,4,2,1,93,92,2,83,3,NA,NA,2,0,3,2,109,195,3,2,3,1,1,3,2,2,1,2,2,2,1,No_CGPA,1,8.39,No_KT,No_CGPA,2,No_CGPA,5,8.74,No_KT,5.42,No_KT
121,0,1,24,1,3,1,99,62,1,78,2,NA,NA,2,0,1,2,159,172,1,2,3,2,3,2,1,2,1,1,1,2,2,9.25,No_KT,6.81,No_KT,6.64,No_KT,5.11,No_KT,6.89,No_KT,5.85,No_KT
122,1,2,23,2,2,2,35,95,2,68,3,NA,NA,2,0,3,1,126,258,2,1,1,1,2,2,1,3,2,2,2,2,1,No_CGPA,3,No_CGPA,1,6.63,No_KT,No_CGPA,3,6.74,No_KT,5.71,No_KT
123,0,2,24,2,2,1,50,60,2,86,3,NA,NA,1,5,1,2,155,195,4,3,2,1,3,2,1,1,2,2,3,2,2,No_CGPA,3,6.0,No_KT,5.81,No_KT,No_CGPA,3,No_CGPA,4,6.67,No_KT
124,1,2,23,3,1,2,114,58,2,NA,NA,67,1,1,1,2,1,NA,NA,4,3,1,1,3,3,3,2,2,1,2,2,2,9.5,No_KT,8.3,No_KT,9.85,No_KT,7.28,No_KT,9.66,No_KT,8.82,No_KT
125,0,2,24,2,2,1,32,53,3,59,2,NA,NA,1,1,1,2,124,182,1,1,3,2,3,3,1,3,3,3,2,2,2,5.85,No_KT,8.97,No_KT,9.76,No_KT,7.11,No_KT,6.33,No_KT,9.3,No_KT
126,0,1,22,1,3,1,39,71,1,61,2,NA,NA,2,0,1,2,97,193,4,1,3,1,3,1,2,1,2,2,2,2,2,9.5,No_KT,6.10,No_KT,7.2,No_KT,8.74,No_KT,8.40,No_KT,6.16,No_KT
127,0,1,24,1,3,1,98,68,1,88,3,NA,NA,1,4,3,2,97,254,3,3,3,1,1,3,3,1,2,1,1,1,2,7.13,No_KT,No_CGPA,2,9.18,No_KT,No_CGPA,4,No_CGPA,3,6.30,No_KT
128,0,2,21,2,1,1,45,92,3,83,3,NA,NA,2,0,1,2,179,142,3,2,1,2,1,3,3,2,1,1,2,1,2,7.30,No_KT,9.40,No_KT,9.64,No_KT,6.35,No_KT,7.46,No_KT,9.31,No_KT
129,0,2,23,3,1,1,78,63,2,75,2,NA,NA,2,0,3,2,143,206,1,1,2,1,1,2,1,1,1,3,1,1,2,5.80,No_KT,7.48,No_KT,7.22,No_KT,7.10,No_KT,7.31,No_KT,7.78,No_KT
130,0,1,24,1,3,1,117,90,1,52,3,NA,NA,2,0,2,2,101,268,2,3,1,2,3,3,1,1,1,2,3,2,2,7.55,No_KT,8.67,No_KT,7.54,No_KT,6.39,No_KT,7.59,No_KT,9.11,No_KT
131,0,2,24,4,1,1,92,93,2,89,2,NA,NA,1,3,2,2,161,133,2,3,3,2,3,3,3,1,2,2,1,1,2,6.30,No_KT,7.43,No_KT,6.12,No_KT,5.59,No_KT,9.86,No_KT,8.0,No_KT
132,0,1,24,1,3,1,102,70,1,84,2,NA,NA,2,0,3,2,128,248,2,2,2,1,1,1,3,3,2,2,3,2,1,No_CGPA,1,7.62,No_KT,5.99,No_KT,No_CGPA,1,9.97,No_KT,No_CGPA,4
133,0,1,24,1,3,1,102,70,1,57,2,NA,NA,2,0,3,2,126,234,2,2,2,1,1,1,3,3,2,2,3,2,2,6.68,No_KT,6.3,No_KT,5.50,No_KT,5.22,No_KT,9.80,No_KT,7.32,No_KT
134,0,1,21,1,3,1,46,69,1,92,3,NA,NA,1,1,1,2,151,276,3,3,3,1,3,2,2,1,2,1,1,1,2,7.90,No_KT,8.46,No_KT,9.89,No_KT,7.79,No_KT,5.1,No_KT,6.86,No_KT
135,0,1,22,1,3,1,111,78,1,52,2,NA,NA,1,4,3,2,102,192,4,3,2,1,2,3,2,3,2,2,3,2,1,5.57,No_KT,5.80,No_KT,7.16,No_KT,No_CGPA,3,9.48,No_KT,7.57,No_KT
136,0,2,23,5,2,1,22,88,3,67,2,NA,NA,2,0,3,2,86,174,4,2,2,2,2,2,2,1,2,3,2,2,2,7.25,No_KT,8.83,No_KT,5.62,No_KT,8.8,No_KT,9.95,No_KT,7.40,No_KT
137,0,1,22,1,3,1,77,74,1,71,1,NA,NA,2,0,3,2,150,221,4,3,2,2,1,3,3,2,3,1,2,1,2,5.64,No_KT,8.7,No_KT,7.75,No_KT,8.58,No_KT,7.82,No_KT,8.43,No_KT
138,0,1,22,1,3,1,31,93,1,71,2,NA,NA,2,0,3,2,109,247,2,1,3,2,2,3,3,2,1,3,3,2,2,6.48,No_KT,7.11,No_KT,8.39,No_KT,7.1,No_KT,8.93,No_KT,5.36,No_KT
139,0,1,24,1,3,1,114,91,1,83,3,NA,NA,2,0,3,2,75,261,4,3,2,1,2,2,2,3,2,2,1,1,2,6.72,No_KT,7.56,No_KT,9.4,No_KT,5.15,No_KT,6.87,No_KT,7.10,No_KT
140,0,1,24,1,3,1,110,93,1,95,3,NA,NA,2,0,1,2,92,133,4,1,1,2,2,3,1,2,3,1,3,1,1,No_CGPA,1,No_CGPA,6,9.62,No_KT,7.65,No_KT,6.77,No_KT,9.2,No_KT
141,0,2,24,4,2,1,62,94,2,57,1,NA,NA,2,0,3,2,110,136,3,3,2,1,2,3,2,3,2,2,2,1,2,6.34,No_KT,6.12,No_KT,9.69,No_KT,7.94,No_KT,8.20,No_KT,9.54,No_KT
142,0,2,24,5,1,1,83,90,2,NA,NA,67,1,1,5,1,1,NA,NA,4,1,2,1,3,3,1,2,2,3,2,2,2,8.33,No_KT,7.55,No_KT,6.71,No_KT,9.23,No_KT,9.67,No_KT,9.79,No_KT
143,0,2,24,2,1,1,24,63,3,61,1,NA,NA,2,0,1,2,141,148,4,3,2,2,3,2,1,1,2,3,1,1,2,5.59,No_KT,5.22,No_KT,6.1,No_KT,9.31,No_KT,6.21,No_KT,7.37,No_KT
144,0,2,24,4,2,1,43,86,3,79,2,NA,NA,2,0,1,2,122,159,2,3,3,1,2,2,3,3,2,1,3,1,1,No_CGPA,3,6.98,No_KT,5.4,No_KT,No_CGPA,3,7.61,No_KT,8.15,No_KT
145,1,1,21,4,1,2,116,77,1,NA,NA,68,2,1,4,1,1,NA,NA,4,2,2,2,1,1,2,2,3,1,2,1,2,9.79,No_KT,9.3,No_KT,9.66,No_KT,5.6,No_KT,8.24,No_KT,6.90,No_KT
146,0,1,24,1,3,1,57,70,1,79,1,NA,NA,2,0,2,2,98,240,4,1,1,2,1,3,3,2,2,1,2,2,2,7.55,No_KT,9.38,No_KT,6.11,No_KT,9.4,No_KT,5.6,No_KT,5.11,No_KT
147,0,1,21,1,3,1,104,76,1,53,1,NA,NA,1,5,3,2,106,184,2,3,1,1,3,3,3,1,3,1,3,1,2,6.83,No_KT,5.8,No_KT,7.34,No_KT,9.16,No_KT,9.80,No_KT,8.12,No_KT
148,0,1,21,1,3,1,37,91,1,80,2,NA,NA,1,4,3,2,135,278,2,3,1,1,1,3,2,2,2,3,3,2,2,5.61,No_KT,9.51,No_KT,7.84,No_KT,9.44,No_KT,5.81,No_KT,8.82,No_KT
149,0,2,23,5,2,1,88,52,3,81,2,NA,NA,1,3,1,1,148,187,3,2,1,2,1,1,1,3,3,2,1,1,2,7.54,No_KT,6.68,No_KT,5.49,No_KT,5.69,No_KT,5.8,No_KT,6.29,No_KT
150,0,1,22,1,3,1,76,53,1,66,2,NA,NA,1,4,3,2,106,243,4,3,1,2,2,1,2,3,2,2,3,2,1,No_CGPA,2,No_CGPA,1,No_CGPA,5,No_CGPA,4,No_CGPA,1,No_CGPA,4
151,0,1,22,1,3,1,112,62,1,70,3,NA,NA,1,3,2,2,96,149,4,3,2,2,1,3,1,3,1,1,2,1,2,9.68,No_KT,8.60,No_KT,6.51,No_KT,7.36,No_KT,6.93,No_KT,8.2,No_KT
152,0,1,21,1,3,1,29,91,1,58,3,NA,NA,1,2,1,2,111,142,4,3,2,2,2,1,3,1,1,1,2,1,1,6.82,No_KT,No_CGPA,1,5.68,No_KT,No_CGPA,5,No_CGPA,2,5.86,No_KT
153,0,1,22,1,3,1,69,93,1,76,2,NA,NA,2,0,1,2,177,216,2,3,1,1,2,3,2,2,1,2,3,1,2,9.14,No_KT,9.37,No_KT,7.58,No_KT,7.85,No_KT,5.95,No_KT,9.39,No_KT
154,0,2,21,3,2,1,105,90,3,64,2,NA,NA,1,1,1,2,120,150,2,3,2,2,3,3,2,1,1,2,2,1,2,7.92,No_KT,9.48,No_KT,9.18,No_KT,9.45,No_KT,7.18,No_KT,9.39,No_KT
155,0,2,23,4,1,1,29,61,2,79,2,NA,NA,1,2,2,2,160,135,1,2,3,1,2,3,1,3,2,1,3,2,2,8.63,No_KT,7.86,No_KT,No_CGPA,5,6.51,No_KT,No_CGPA,6,9.86,No_KT
156,0,1,24,1,3,1,74,73,1,77,3,NA,NA,1,4,2,2,129,250,4,3,3,2,2,2,1,2,2,2,2,2,2,7.64,No_KT,8.54,No_KT,9.82,No_KT,7.84,No_KT,5.26,No_KT,8.27,No_KT
157,1,2,22,2,2,2,84,85,1,71,3,NA,NA,1,2,3,2,142,169,4,1,1,2,2,1,3,1,1,1,1,2,2,9.87,No_KT,9.22,No_KT,9.7,No_KT,5.64,No_KT,8.75,No_KT,8.52,No_KT
158,0,2,21,2,2,1,27,78,3,84,1,NA,NA,1,4,3,1,87,217,4,2,2,1,3,2,2,2,2,2,3,1,1,No_CGPA,5,9.14,No_KT,No_CGPA,6,No_CGPA,2,No_CGPA,2,No_CGPA,1
159,0,2,23,4,1,1,26,70,3,79,3,NA,NA,1,1,1,2,139,138,4,1,2,1,1,1,3,1,1,3,3,2,2,No_CGPA,5,No_CGPA,6,8.77,No_KT,7.0,No_KT,9.60,No_KT,No_CGPA,2
160,0,1,21,1,3,1,94,66,1,52,3,NA,NA,2,0,1,2,97,270,2,1,3,1,3,1,1,1,1,1,2,2,2,No_CGPA,4,No_CGPA,5,6.64,No_KT,No_CGPA,4,No_CGPA,2,8.10,No_KT
161,0,2,21,5,1,1,80,82,3,84,3,NA,NA,1,2,1,2,166,218,2,3,2,1,1,1,1,1,1,3,1,1,2,8.29,No_KT,9.56,No_KT,5.63,No_KT,8.60,No_KT,9.9,No_KT,6.22,No_KT
162,1,2,22,4,1,2,86,59,3,59,3,NA,NA,2,0,2,1,176,170,3,1,2,2,1,1,2,2,3,1,3,1,2,No_CGPA,1,No_CGPA,6,6.53,No_KT,No_CGPA,6,5.72,No_KT,9.42,No_KT
163,0,2,21,3,2,1,93,86,2,63,3,NA,NA,2,0,1,1,151,207,1,3,1,1,1,3,3,3,2,1,1,2,2,9.33,No_KT,8.22,No_KT,6.70,No_KT,9.91,No_KT,7.75,No_KT,7.88,No_KT
164,0,2,22,5,2,1,46,61,3,81,2,NA,NA,2,0,2,1,103,191,2,1,1,2,3,3,3,3,1,2,3,2,1,No_CGPA,1,No_CGPA,2,No_CGPA,4,No_CGPA,3,5.6,No_KT,No_CGPA,5
165,0,1,22,1,3,1,119,55,1,90,3,NA,NA,1,1,2,2,176,175,1,1,3,2,3,1,3,1,1,3,3,1,2,9.63,No_KT,7.28,No_KT,6.17,No_KT,5.84,No_KT,6.74,No_KT,7.87,No_KT
166,0,2,24,2,2,1,83,57,3,79,2,NA,NA,1,3,2,1,129,274,2,2,3,1,1,1,2,1,1,2,2,1,2,9.85,No_KT,9.99,No_KT,9.40,No_KT,8.21,No_KT,5.38,No_KT,9.6,No_KT
167,0,1,23,1,3,1,88,65,1,70,2,NA,NA,2,0,3,2,167,262,1,2,3,2,3,1,2,2,2,2,3,2,1,7.60,No_KT,8.40,No_KT,5.37,No_KT,No_CGPA,4,No_CGPA,1,No_CGPA,3
168,0,1,21,1,3,1,29,91,1,60,1,NA,NA,2,0,3,2,96,134,3,2,3,2,1,2,3,3,3,2,2,2,2,9.95,No_KT,9.43,No_KT,9.87,No_KT,7.9,No_KT,9.48,No_KT,5.11,No_KT
169,1,2,21,1,1,2,100,76,2,63,3,NA,NA,1,4,3,2,179,271,1,3,2,1,2,3,2,3,3,3,2,1,2,7.7,No_KT,5.96,No_KT,5.7,No_KT,8.22,No_KT,9.66,No_KT,9.26,No_KT
170,0,1,21,1,3,1,69,54,1,74,2,NA,NA,2,0,2,2,110,122,2,2,3,2,1,3,3,3,1,3,1,2,2,7.92,No_KT,5.33,No_KT,6.83,No_KT,9.64,No_KT,6.86,No_KT,5.1,No_KT
171,0,2,23,2,1,1,59,59,3,53,2,NA,NA,1,2,3,1,131,151,2,3,2,1,1,1,3,2,1,3,3,1,2,5.91,No_KT,7.14,No_KT,5.91,No_KT,5.88,No_KT,5.55,No_KT,5.76,No_KT
172,0,1,24,1,3,1,69,56,1,85,2,NA,NA,1,5,2,2,119,166,4,1,2,2,2,1,2,1,2,3,2,2,1,No_CGPA,3,No_CGPA,3,8.68,No_KT,6.8,No_KT,5.25,No_KT,7.30,No_KT
173,1,2,22,3,2,2,81,72,2,56,3,NA,NA,2,0,2,2,80,252,3,2,2,1,3,1,3,3,2,3,3,1,2,9.90,No_KT,6.26,No_KT,8.44,No_KT,9.91,No_KT,8.79,No_KT,8.9,No_KT
174,0,1,22,1,3,1,115,74,1,50,2,NA,NA,1,3,3,2,127,185,2,2,1,1,3,3,3,2,2,2,2,2,2,7.87,No_KT,6.21,No_KT,8.36,No_KT,6.38,No_KT,5.15,No_KT,8.87,No_KT
175,0,1,23,1,3,1,22,69,1,56,2,NA,NA,2,0,3,2,90,200,1,2,1,2,3,3,1,2,3,2,3,2,2,7.36,No_KT,7.2,No_KT,5.44,No_KT,9.69,No_KT,7.86,No_KT,6.80,No_KT
176,0,1,21,1,3,1,102,81,1,58,1,NA,NA,2,0,3,2,148,200,4,2,3,1,3,1,1,2,1,3,1,1,2,8.97,No_KT,7.92,No_KT,5.28,No_KT,9.23,No_KT,9.68,No_KT,5.41,No_KT
177,0,1,21,1,3,1,64,91,1,58,2,NA,NA,1,3,3,2,169,251,2,3,1,1,1,3,2,2,2,3,3,2,1,7.63,No_KT,9.41,No_KT,6.75,No_KT,No_CGPA,4,No_CGPA,5,7.56,No_KT
178,0,1,22,1,3,1,93,87,1,50,3,NA,NA,1,1,2,2,100,241,1,1,3,2,1,3,1,1,3,3,2,2,2,5.94,No_KT,8.55,No_KT,5.0,No_KT,9.63,No_KT,8.86,No_KT,8.41,No_KT
179,0,2,23,5,1,1,86,54,3,77,3,NA,NA,2,0,1,1,161,163,3,2,3,2,1,1,2,2,1,3,3,2,2,5.9,No_KT,5.90,No_KT,5.8,No_KT,6.0,No_KT,9.46,No_KT,5.67,No_KT
180,0,2,21,3,1,1,53,74,2,75,3,NA,NA,1,4,3,1,149,187,4,2,3,1,3,2,1,2,3,3,3,2,2,8.15,No_KT,5.99,No_KT,9.97,No_KT,8.22,No_KT,6.25,No_KT,5.70,No_KT
181,0,1,22,1,3,1,25,70,1,79,2,NA,NA,2,0,1,2,92,216,4,2,3,2,2,3,2,1,3,3,2,1,2,9.73,No_KT,No_CGPA,1,No_CGPA,6,7.94,No_KT,6.88,No_KT,No_CGPA,6
182,0,1,23,1,3,1,104,79,1,52,1,NA,NA,2,0,3,2,157,175,2,2,3,1,3,1,3,1,3,3,1,2,2,7.20,No_KT,7.27,No_KT,6.26,No_KT,5.66,No_KT,7.97,No_KT,6.83,No_KT
183,0,1,24,1,3,1,67,89,1,92,3,NA,NA,1,5,3,2,108,207,2,3,2,1,3,3,2,1,3,2,2,1,2,No_CGPA,2,No_CGPA,3,No_CGPA,2,5.20,No_KT,7.25,No_KT,No_CGPA,3
184,1,2,22,2,1,2,30,64,3,68,2,NA,NA,1,2,1,2,90,272,3,3,2,2,1,2,3,2,2,1,1,1,2,9.16,No_KT,No_CGPA,4,No_CGPA,2,9.1,No_KT,No_CGPA,3,No_CGPA,3
185,0,1,24,1,3,1,57,91,1,52,3,NA,NA,1,5,1,2,84,160,2,2,1,2,1,3,1,1,3,3,2,2,2,9.75,No_KT,8.37,No_KT,8.95,No_KT,5.99,No_KT,9.71,No_KT,7.51,No_KT
186,0,2,22,5,1,1,62,94,3,76,3,NA,NA,2,0,1,1,165,136,3,2,1,1,2,2,3,3,2,3,1,1,2,7.69,No_KT,7.12,No_KT,6.66,No_KT,5.22,No_KT,7.9,No_KT,8.35,No_KT
187,0,2,22,2,1,1,47,51,3,NA,NA,72,2,1,4,3,2,NA,NA,1,3,2,2,2,1,2,2,2,1,2,2,2,9.64,No_KT,7.13,No_KT,6.52,No_KT,8.80,No_KT,7.27,No_KT,6.88,No_KT
188,0,1,23,1,3,1,22,69,1,53,1,NA,NA,2,0,3,2,90,196,1,2,1,2,3,3,1,2,3,2,3,2,1,No_CGPA,3,No_CGPA,3,No_CGPA,4,6.96,No_KT,7.25,No_KT,No_CGPA,2
189,0,2,21,4,2,1,22,78,2,56,2,NA,NA,1,2,3,2,142,269,3,2,3,1,1,3,2,2,1,2,2,2,2,8.48,No_KT,9.74,No_KT,8.10,No_KT,7.52,No_KT,8.50,No_KT,5.50,No_KT
190,0,1,23,1,3,1,41,66,1,77,3,NA,NA,2,0,2,2,133,208,2,3,1,1,3,2,3,1,3,3,1,2,2,7.79,No_KT,No_CGPA,2,9.47,No_KT,6.9,No_KT,7.36,No_KT,9.21,No_KT
191,1,1,21,3,3,2,68,87,1,77,1,NA,NA,1,2,3,2,122,124,3,2,1,1,2,2,2,3,2,1,1,1,2,5.34,No_KT,5.0,No_KT,8.54,No_KT,8.62,No_KT,7.93,No_KT,6.48,No_KT
192,0,2,21,5,1,1,44,52,3,70,3,NA,NA,1,1,3,2,176,186,4,3,2,2,3,1,3,1,1,2,1,2,2,8.12,No_KT,7.65,No_KT,No_CGPA,3,5.33,No_KT,No_CGPA,4,5.30,No_KT
193,0,1,24,1,3,1,104,86,1,95,3,NA,NA,1,2,3,2,79,254,2,3,3,1,3,1,2,1,1,3,2,2,2,8.72,No_KT,9.70,No_KT,8.41,No_KT,7.78,No_KT,8.92,No_KT,7.61,No_KT
194,0,1,24,1,3,1,44,67,1,73,3,NA,NA,2,0,1,2,96,278,2,3,3,1,3,3,3,1,2,3,3,2,2,6.40,No_KT,9.98,No_KT,5.36,No_KT,9.26,No_KT,9.29,No_KT,7.49,No_KT
195,0,2,23,4,1,1,99,83,3,56,3,NA,NA,2,0,2,1,155,165,2,1,1,1,2,2,2,2,2,3,2,2,2,7.10,No_KT,5.82,No_KT,9.58,No_KT,9.8,No_KT,9.35,No_KT,5.82,No_KT
196,1,1,23,1,3,2,50,66,1,57,3,NA,NA,2,0,2,2,104,203,3,3,2,1,2,2,3,2,2,1,1,1,2,7.52,No_KT,9.93,No_KT,5.98,No_KT,6.94,No_KT,5.5,No_KT,8.80,No_KT
197,0,2,21,3,2,1,37,50,3,68,2,NA,NA,2,0,2,1,85,237,3,1,1,1,3,3,1,3,3,1,3,1,2,7.29,No_KT,6.29,No_KT,9.2,No_KT,7.79,No_KT,9.13,No_KT,5.86,No_KT
198,0,1,24,1,3,1,53,63,1,85,1,NA,NA,2,0,2,2,103,188,3,3,2,2,1,3,1,1,1,1,3,2,2,9.98,No_KT,6.4,No_KT,5.42,No_KT,8.85,No_KT,9.43,No_KT,8.28,No_KT
199,0,2,24,2,2,1,96,79,2,55,2,NA,NA,2,0,3,1,82,213,2,1,1,1,1,2,1,2,2,1,1,2,2,9.1,No_KT,9.89,No_KT,6.77,No_KT,9.41,No_KT,8.11,No_KT,5.70,No_KT
200,0,1,23,1,3,1,98,56,1,67,2,NA,NA,2,0,3,2,132,279,2,1,2,1,1,2,2,2,1,1,1,1,1,7.4,No_KT,No_CGPA,2,6.26,No_KT,No_CGPA,1,No_CGPA,1,7.0,No_KT
201,0,2,24,5,2,1,84,64,3,66,1,NA,NA,2,0,3,1,134,190,2,3,1,2,1,1,3,3,2,3,1,1,1,No_CGPA,6,No_CGPA,1,No_CGPA,4,No_CGPA,3,8.17,No_KT,No_CGPA,3
202,0,2,21,5,2,1,98,72,2,75,3,NA,NA,1,3,2,1,89,185,3,1,2,2,2,3,3,3,1,1,2,2,1,9.59,No_KT,No_CGPA,1,No_CGPA,5,9.69,No_KT,No_CGPA,1,No_CGPA,5
203,0,1,23,1,3,1,23,95,1,94,1,NA,NA,1,5,3,2,131,241,3,1,2,2,3,1,3,2,2,3,2,2,1,8.12,No_KT,9.69,No_KT,No_CGPA,1,No_CGPA,6,No_CGPA,2,6.69,No_KT
204,0,2,21,5,2,1,82,73,3,93,3,NA,NA,2,0,2,2,171,165,3,2,1,2,3,3,1,3,2,1,3,2,2,8.19,No_KT,No_CGPA,1,No_CGPA,5,6.88,No_KT,No_CGPA,6,6.36,No_KT
205,0,1,24,1,3,1,91,87,1,93,3,NA,NA,1,4,3,2,122,168,1,2,2,2,1,3,3,2,2,3,3,1,2,6.87,No_KT,6.39,No_KT,6.73,No_KT,9.43,No_KT,6.79,No_KT,6.6,No_KT
206,0,1,21,1,3,1,107,79,1,86,1,NA,NA,1,3,1,2,100,251,3,2,3,1,1,1,3,2,3,2,2,2,2,No_CGPA,1,No_CGPA,2,8.18,No_KT,7.96,No_KT,No_CGPA,5,No_CGPA,6
207,0,2,24,5,1,1,41,91,2,71,3,NA,NA,1,1,1,1,142,121,2,2,2,2,1,2,2,1,1,2,2,2,2,No_CGPA,1,7.82,No_KT,5.19,No_KT,8.26,No_KT,No_CGPA,4,No_CGPA,2
208,1,1,23,1,3,2,111,66,1,NA,NA,67,1,2,0,3,2,NA,NA,3,2,1,1,2,2,1,3,3,1,3,1,2,8.95,No_KT,6.43,No_KT,5.69,No_KT,6.83,No_KT,5.86,No_KT,5.2,No_KT
209,0,2,24,3,2,1,83,79,2,63,3,NA,NA,1,4,3,1,79,247,2,3,3,2,2,1,3,3,3,1,2,2,2,No_CGPA,4,No_CGPA,4,7.99,No_KT,9.72,No_KT,No_CGPA,4,No_CGPA,4
210,0,2,22,4,1,1,33,57,2,71,2,NA,NA,1,1,3,1,102,173,4,2,2,1,3,2,3,1,1,2,2,2,2,8.77,No_KT,5.31,No_KT,5.93,No_KT,9.81,No_KT,6.86,No_KT,6.55,No_KT
211,1,1,23,1,3,2,86,77,1,55,2,NA,NA,2,0,2,2,129,132,1,2,1,1,1,1,1,1,3,3,3,2,2,5.47,No_KT,5.55,No_KT,8.53,No_KT,7.60,No_KT,5.72,No_KT,7.84,No_KT
212,0,1,22,1,3,1,62,64,1,86,2,NA,NA,1,3,3,2,90,266,3,3,3,2,1,3,3,1,2,1,2,2,2,8.11,No_KT,9.28,No_KT,5.10,No_KT,8.54,No_KT,5.0,No_KT,6.63,No_KT
213,0,1,23,1,3,1,101,62,1,70,2,NA,NA,2,0,1,2,77,155,4,1,1,1,1,3,3,3,1,2,3,1,2,5.9,No_KT,9.44,No_KT,5.70,No_KT,5.80,No_KT,6.35,No_KT,8.16,No_KT
214,1,1,21,1,3,2,101,50,1,NA,NA,68,1,2,0,3,2,NA,NA,4,2,2,1,2,1,1,3,1,1,3,2,2,7.25,No_KT,6.29,No_KT,8.20,No_KT,7.54,No_KT,7.67,No_KT,8.29,No_KT
215,1,2,22,5,2,2,43,89,3,95,3,NA,NA,1,4,2,1,138,242,3,3,1,1,2,1,3,3,3,3,3,1,2,7.95,No_KT,9.36,No_KT,7.52,No_KT,8.65,No_KT,5.19,No_KT,7.82,No_KT
216,0,2,21,2,2,1,35,69,3,50,2,NA,NA,2,0,1,1,147,269,1,1,1,2,2,3,3,2,3,1,2,1,2,6.71,No_KT,6.41,No_KT,8.26,No_KT,5.71,No_KT,8.47,No_KT,7.14,No_KT
217,0,2,21,4,2,1,91,84,3,65,2,NA,NA,1,5,1,2,123,194,2,2,1,1,1,1,3,1,3,2,2,2,2,8.1,No_KT,6.27,No_KT,6.26,No_KT,5.59,No_KT,7.90,No_KT,9.17,No_KT
218,1,2,21,2,1,2,41,81,2,64,3,NA,NA,2,0,2,2,165,257,3,1,3,1,1,1,1,2,1,1,1,2,2,8.14,No_KT,7.71,No_KT,6.28,No_KT,7.29,No_KT,7.97,No_KT,7.30,No_KT
219,0,1,22,1,3,1,50,88,1,90,1,NA,NA,1,5,1,2,150,159,4,1,1,1,3,1,3,3,3,3,3,1,2,6.18,No_KT,6.37,No_KT,7.65,No_KT,5.30,No_KT,7.8,No_KT,8.46,No_KT
